203637.086,-0.094085693,-0.564361572,-0.864517212,2
203637.1161,-0.093017578,-0.553970337,-0.856445313,2
203637.1461,-0.13973999,-0.539520264,-0.83454895,2
203637.1762,-0.221893311,-0.570449829,-0.787994385,2
203637.2063,-0.215072632,-0.59727478,-0.786682129,2
203637.2364,-0.187362671,-0.567138672,-0.798095703,2
203637.2665,-0.239730835,-0.592041016,-0.778381348,2
203637.2966,-0.208129883,-0.578063965,-0.789611816,2
203637.3267,-0.202850342,-0.536727905,-0.859939575,2
203637.3568,-0.166305542,-0.536315918,-0.808380127,2
203637.3869,-0.181533813,-0.569503784,-0.747238159,2
203637.417,-0.210021973,-0.56072998,-0.789749146,2
203637.4471,-0.245407104,-0.530258179,-0.831863403,2
203637.4772,-0.238052368,-0.555618286,-0.857055664,2
203637.5072,-0.167648315,-0.548019409,-0.816009521,2
203637.5373,-0.167556763,-0.527938843,-0.759002686,2
203637.5674,-0.227432251,-0.552139282,-0.830337524,2
203637.5975,-0.25428772,-0.524810791,-0.899856567,2
203637.6276,-0.286697388,-0.470046997,-0.956771851,2
203637.6577,-0.177352905,-0.287826538,-0.956192017,2
203637.6878,-0.269210815,-0.370773315,-0.543640137,2
203637.7179,-0.499893188,-0.418395996,-0.612411499,2
203637.748,-0.477722168,-0.419906616,-0.53678894,2
203637.7781,-0.253372192,-0.291275024,-0.442184448,2
203637.8082,-0.374343872,-0.389541626,-0.190887451,2
203637.8383,-0.67640686,-0.420272827,-0.164215088,2
203637.8683,-0.841552734,-0.515853882,-0.22996521,2
203637.8984,-0.979797363,-0.429641724,-0.147659302,2
203637.9285,-1.097763062,-0.495040894,0.180709839,2
203637.9586,-1.151000977,-0.519165039,0.366912842,2
203637.9887,-1.185470581,-0.505371094,0.290466309,2
203638.0188,-0.962966919,-0.457168579,0.380264282,2
203638.0489,-0.957931519,-0.545684814,0.487701416,2
203638.079,-0.991043091,-0.612976074,0.786224365,2
203638.1091,-0.8621521,-0.570495605,1.000793457,2
203638.1392,-0.809936523,-0.514343262,0.631378174,2
203638.1693,-1.110824585,-0.482910156,0.515625,2
203638.1993,-0.664123535,-0.504516602,0.672439575,2
203638.2294,-0.385437012,-0.418045044,0.638214111,2
203638.2595,-0.263549805,-0.506515503,0.283126831,2
203638.2896,-0.496582031,-0.168487549,0.600601196,2
203638.3197,-0.45425415,0.006530762,0.53553772,2
203638.3498,-0.683258057,0.163803101,0.720565796,2
203638.3799,-0.738037109,-0.207168579,0.759292603,2
203638.41,-0.850662231,-0.105361938,0.62739563,2
203638.4401,-0.41229248,-0.132705688,1.817489624,2
203638.4702,-0.147293091,0.04586792,1.052688599,2
203638.5003,-0.049575806,0.251281738,0.670440674,2
203638.5304,-0.242523193,0.131378174,0.967407227,2
203638.5604,-0.299484253,-0.136688232,0.884597778,2
203638.5905,-0.296157837,-0.007843018,0.929244995,2
203638.6206,-0.183303833,-0.177108765,0.84954834,2
203638.6507,-0.566146851,-0.05317688,1.074783325,2
203638.6808,-0.295974731,-0.083129883,0.958770752,2
203638.7109,-0.029815674,-0.22593689,1.013809204,2
203638.741,-0.163482666,-0.281860352,0.882217407,2
203638.7711,-0.182617188,-0.486877441,0.944549561,2
203638.8012,-0.212753296,-0.356307983,0.921783447,2
203638.8313,-0.249176025,-0.202423096,0.972305298,2
203638.8614,-0.207809448,-0.20501709,0.843887329,2
203638.8914,-0.288970947,-0.359634399,0.765762329,2
203638.9215,-0.313934326,-0.209365845,0.675430298,2
203638.9516,-0.40536499,-0.03817749,1.124404907,2
203638.9817,-0.51184082,0.105560303,1.162368774,2
203639.0118,-0.609069824,0.245193481,0.889099121,2
203639.0419,-0.489227295,0.274017334,0.831298828,2
203639.072,-0.230316162,-0.081848145,0.913360596,2
203639.1021,-0.394424438,-0.030563354,0.928283691,2
203639.1322,-0.492645264,0.215545654,0.90763855,2
203639.1623,-0.398071289,-0.082275391,0.879760742,2
203639.1924,-0.341918945,0.007064819,0.901779175,2
203639.2225,-0.384780884,0.079101563,0.890762329,2
203639.2525,-0.557159424,0.347091675,0.839096069,2
203639.2826,-0.405471802,0.002609253,0.943618774,2
203639.3127,-0.326065063,0.049530029,0.92288208,2
203639.3428,-0.38961792,0.186767578,0.887466431,2
203639.3729,-0.372436523,0.205474854,1.015197754,2
203639.403,-0.366165161,0.277603149,0.849975586,2
203639.4331,-0.397201538,0.229171753,0.868408203,2
203639.4632,-0.354949951,0.277160645,0.899383545,2
203639.4933,-0.373504639,0.364425659,0.814651489,2
203639.5234,-0.43737793,0.41217041,0.73374939,2
203639.5535,-0.358856201,0.06892395,0.783660889,2
203639.5836,-0.209518433,0.344985962,0.888046265,2
203639.6136,-0.217926025,0.347106934,0.943939209,2
203639.6437,-0.287490845,0.203186035,1.052337646,2
203639.6738,-0.379364014,0.093429565,0.891479492,2
203639.7039,-0.362426758,0.146072388,0.961364746,2
203639.734,-0.445968628,0.240966797,0.863037109,2
203639.7641,-0.395843506,0.085449219,0.892608643,2
203639.7942,-0.47479248,0.000930786,0.79473877,2
203639.8243,-0.512435913,0.242401123,0.83392334,2
203639.8544,-0.471740723,0.118835449,0.897903442,2
203639.8845,-0.413208008,0.12953186,0.775970459,2
203639.9146,-0.531417847,0.094802856,0.896606445,2
203639.9446,-0.487731934,0.055099487,0.885101318,2
203639.9747,-0.428894043,0.026611328,0.977249146,2
203640.0048,-0.601867676,-0.023513794,0.762542725,2
203640.0349,-0.510131836,0.023101807,0.853546143,2
203640.065,-0.453964233,0.215164185,0.912796021,2
203640.0951,-0.457717896,0.089935303,0.96421814,2
203640.1252,-0.530578613,-0.063217163,0.780563354,2
203640.1553,-0.590667725,0.047790527,0.787918091,2
203640.1854,-0.652877808,-0.063034058,0.869003296,2
203640.2155,-0.672943115,0.026672363,0.831924438,2
203640.2456,-0.384628296,0.036972046,0.781951904,2
203640.2757,-0.247238159,-0.148498535,0.83114624,2
203640.3057,-0.394287109,0.165328979,1.027938843,2
203640.3358,-0.337219238,0.0131073,0.857086182,2
